category,brand,product_text,product_name,price_text,sale_price,per_unit_price_text,is_sale,sale_valid_to
bakery,President's Choice,Tortillas Original ,President's ChoiceTortillas Original 340 g,$3.99ea,,$1.17/ 100g,False,
bakery,Dempster,100% Whole Grains 12 Grain Bread,Dempster100% Whole Grains 12 Grain Bread600 g,$4.29ea,,$0.72/ 100g,False,
bakery,Wonder,"6 Pack English Muffin Breakfast Sandwich Bun, White","Wonder6 Pack English Muffin Breakfast Sandwich Bun, White342 g",$2.49ea,,$0.73/ 100g,False,
bakery,No Name,Hot Dog Buns,No NameHot Dog Buns344 g,$2.79ea,$2.10ea,$0.61/ 100g,True,saleEnds 03/01
bakery,President's Choice,Traditional Naan Rounds,President's ChoiceTraditional Naan Rounds480 g,$4.19ea,,$0.87/ 100g,False,
bakery,Country Harvest,"Bagels, Raisin Cinnamon with Whole Wheat","Country HarvestBagels, Raisin Cinnamon with Whole Wheat450 g",$2.99ea,,$0.66/ 100g,False,
bakery,,Savoury Butter Rolls,Savoury Butter Rolls340 g,$4.00ea,,$1.18/ 100g,False,
bakery,Suraj,Naan Whole Wheat 5 Flatbreads,SurajNaan Whole Wheat 5 Flatbreads500 g,$2.49ea,,$0.50/ 100g,False,
bakery,No Name,Garlic Toast,No NameGarlic Toast638 g,$3.50ea,,$0.55/ 100g,False,
bakery,President's Choice,Crumpets,President's ChoiceCrumpets284 g,$2.89ea,,$1.02/ 100g,False,
bakery,Suraj,Naan Garlic Flatbreads,SurajNaan Garlic Flatbreads1 kg,$5.25ea,,$0.53/ 100g,False,
bakery,Pita Break,"Morning Rounds, Apple Cinnamon","Pita BreakMorning Rounds, Apple Cinnamon450 g",$5.49ea,,$1.22/ 100g,False,
bakery,Old Mill,White Bread,Old MillWhite Bread675 g,$1.99ea,,$0.29/ 100g,False,
bakery,Rubschlager,Bavarian Rye Loaf,RubschlagerBavarian Rye Loaf454 g,$3.00ea,,$0.66/ 100g,False,
bakery,Country Harvest,14 Grain Bagels,Country Harvest14 Grain Bagels450 g,$2.99ea,,$0.66/ 100g,False,
bakery,Pita Break,"Morning Rounds, Cranberry Orange","Pita BreakMorning Rounds, Cranberry Orange450 g",$5.49ea,,$1.22/ 100g,False,
bakery,Rubschlager,Pumpernickel Loaf,RubschlagerPumpernickel Loaf454 g,$3.00ea,,$0.66/ 100g,False,
bakery,Dimpflmeier,Sonnenblumenkerne Bread,DimpflmeierSonnenblumenkerne Bread454 g,$3.89ea,,$0.86/ 100g,False,
bakery,President's Choice,Cannoli Kit,President's ChoiceCannoli Kit300 g,$10.49ea,,$3.50/ 100g,False,
bakery,DItaliano,Sausage Buns,DItalianoSausage Buns456 g,$3.69ea,,$0.81/ 100g,False,
bakery,Moms,Golden Pound Cake,MomsGolden Pound Cake450 g,$3.29ea,,$0.73/ 100g,False,
bakery,La Baguetterie,Sourdough Sliced Miche,La BaguetterieSourdough Sliced Miche800 g,$4.00ea,,$0.50/ 100g,False,
bakery,,Harvest Wheat Baguette,Harvest Wheat Baguette255 g,$0.88ea,,$0.35/ 100g,False,
bakery,ACE,Roasted Garlic Crostino,ACERoasted Garlic Crostino125 g,$5.39ea,,$4.31/ 100g,False,
bakery,Farmer's Market,Brownies,Farmer's MarketBrownies265 g,$3.50ea,,$1.32/ 100g,False,
bakery,Dels,Apple Turnover,DelsApple Turnover4x90.0 g,$2.99ea,,$0.83/ 100g,False,
bakery,ACE,Brioche Bagel,ACEBrioche Bagel272 g,$3.89ea,,$1.43/ 100g,False,
bakery,ACE,Olive Oil & Sea Salt Crisps,ACEOlive Oil & Sea Salt Crisps180 g,$5.39ea,,$2.99/ 100g,False,
bakery,Farmer's Market,Pumpkin Pie 10 Inch,Farmer's MarketPumpkin Pie 10 Inch900 g,$7.00ea,$6.00ea,$0.67/ 100g,True,saleEnds 03/01
bakery,Farmer's Market,Chocolate Chip Cookies,Farmer's MarketChocolate Chip Cookies456 g,$5.00ea,,$1.10/ 100g,False,
bakery,Farmer's Market,Cookies Oatmeal,Farmer's MarketCookies Oatmeal456 g,$5.00ea,,$1.10/ 100g,False,
bakery,Farmer's Market,Fudge Square,Farmer's MarketFudge Square400 g,$5.00ea,,$1.25/ 100g,False,
bakery,Crispy,Cumin/Zeera Short Bread Cookie,CrispyCumin/Zeera Short Bread Cookie0.35 kg,$3.99ea,,$1.14/ 100g,False,
bakery,Crispy,Fruit Pound Cake    ,CrispyFruit Pound Cake    0.368 kg,$3.99ea,,$1.08/ 100g,False,
bakery,Farmer's Market,Butter Tarts,Farmer's MarketButter Tarts765 g,$6.00ea,,$0.78/ 100g,False,
bakery,ACE,Brioche Bagel,ACEBrioche Bagel272 g,$3.89ea,,$1.43/ 100g,False,
bakery,Farmer's Market,Marble Coffee Cake,Farmer's MarketMarble Coffee Cake500 g,$5.50ea,,$1.10/ 100g,False,
