category,brand,product_text,product_name,price_text,sale_price,per_unit_price_text,is_sale
household_items,,Wet/Dry Vacuum 16-22 U.S Gallon Replacement High Efficiency Filtration Bag,Wet/Dry Vacuum 16-22 U.S Gallon Replacement High Efficiency Filtration Bag,$29.99ea,,,False
household_items,,Henkel Pril Dish Liquid Sensitive 500ML-Case of 6,Henkel Pril Dish Liquid Sensitive 500ML-Case of 6,$69.99ea,,,False
household_items,,Little Tree Car Air Freshener No Smoking Black Ice,Little Tree Car Air Freshener No Smoking Black Ice,$23.20ea,,,False
household_items,,"Electrolux / Eureka 3M Filtrete Bag ""OX""","Electrolux / Eureka 3M Filtrete Bag ""OX""",$10.99ea,,,False
household_items,,General Electric Paper Bag,General Electric Paper Bag,$7.99ea,,,False
household_items,,"Ultra Clean SC200 Central Vacuum System Power Unit with Ametek Tangential Bypass Motor Up to 7,500 sq.ft Homes - Made in Canada","Ultra Clean SC200 Central Vacuum System Power Unit with Ametek Tangential Bypass Motor Up to 7,500 sq.ft Homes - Made in Canada",$424.99ea,,,False
household_items,,"Karcher Versamatic 14"" Upright HEPA Vacuum #10126060","Karcher Versamatic 14"" Upright HEPA Vacuum #10126060","$1,195.00ea",,,False
household_items,,VPC Central Vacuum Accessory Kit Low-Voltage Silver Hose | Telescopic Wand with Deluxe Tool Set | Handle with On/Off Button with Bonus Tools,VPC Central Vacuum Accessory Kit Low-Voltage Silver Hose | Telescopic Wand with Deluxe Tool Set | Handle with On/Off Button with Bonus Tools,$189.98ea,,,False
household_items,,"Hoover OEM Paper Bag Type ""G"" And ""F""","Hoover OEM Paper Bag Type ""G"" And ""F""",$9.99ea,,,False
household_items,,Esteam Upholstery for Synthetic Fibre Prespray 1 Gallon-Case of 4,Esteam Upholstery for Synthetic Fibre Prespray 1 Gallon-Case of 4,$184.99ea,,,False
household_items,,"Karcher Sensor XP 18"" Commercial Upright Vacuum #10126130","Karcher Sensor XP 18"" Commercial Upright Vacuum #10126130","$1,443.00ea",,,False
household_items,,Pure Kleen Label Remover Kit (59ml) (Pack of 3),Pure Kleen Label Remover Kit (59ml) (Pack of 3),$29.47ea,,,False
household_items,,Miele UltraPhase Detergent (Sensitive UltraPhase 2) - 2-component detergent particularly kind to the skin,Miele UltraPhase Detergent (Sensitive UltraPhase 2) - 2-component detergent particularly kind to the skin,$34.99ea,,,False
household_items,,Esteam Liquid CBS Concentrated Liquid Emulsifier 1 Gallon-Case of 4,Esteam Liquid CBS Concentrated Liquid Emulsifier 1 Gallon-Case of 4,$269.99ea,,,False
household_items,,Unbelievable Stain Remover 32 Ounce Multi Purpose,Unbelievable Stain Remover 32 Ounce Multi Purpose,$24.99ea,,,False
household_items,,"Royal/ Hoover OEM Paper Bag Type ""T""","Royal/ Hoover OEM Paper Bag Type ""T""",$29.99ea,,,False
household_items,,Ultra Clean Central Vacuum Accessories Kit with Low-Voltage Hose ON/Off Control at The Handle Floor Brush and Accessories for Hard Surfaces (35 Ft),Ultra Clean Central Vacuum Accessories Kit with Low-Voltage Hose ON/Off Control at The Handle Floor Brush and Accessories for Hard Surfaces (35 Ft),$159.99ea,,,False
household_items,,New Generation Traffic Lane Preconditioner Concentrate Gallon,New Generation Traffic Lane Preconditioner Concentrate Gallon,$30.00ea,,,False
household_items,,Johnny VAC JV304 11.4Gal Commercial Wet/Dry Vacuum,Johnny VAC JV304 11.4Gal Commercial Wet/Dry Vacuum,$869.99ea,,,False
household_items,,Miele Triflex HX SEB Compact Electro Brush,Miele Triflex HX SEB Compact Electro Brush,$109.99ea,,,False
household_items,,"CanaVac CV-787 Ethos Series Central Vacuum Cleaner - Reliable Flow-Thru Motor Up to 8,000 Sq Ft","CanaVac CV-787 Ethos Series Central Vacuum Cleaner - Reliable Flow-Thru Motor Up to 8,000 Sq Ft",$599.00ea,,,False
household_items,,Orange TKO 100% Organic Hand Cleaner Cleaning Power 15 oz 1006 Uses,Orange TKO 100% Organic Hand Cleaner Cleaning Power 15 oz 1006 Uses,$29.99ea,,,False
household_items,,Hertel All Purpose Plus Odour Eliminator 700ml - Pack of 3,Hertel All Purpose Plus Odour Eliminator 700ml - Pack of 3,$26.97ea,,,False
household_items,,Red Label 2 Ply Kitchen Paper Towel 120 Sheet Orange by Renova,Red Label 2 Ply Kitchen Paper Towel 120 Sheet Orange by Renova,$25.60ea,,,False
household_items,,Panasonic C C-3 Bag 3M Filtrete,Panasonic C C-3 Bag 3M Filtrete,$9.99ea,,,False
household_items,,Little Tree Car Air Freshener Spice Market,Little Tree Car Air Freshener Spice Market,$23.20ea,,,False
household_items,,Ultra Clean Central Vacuum Carpet Attachment Kit with Adjustable Height Electric Power Nozzle - Dual Voltage Hose with 3-way on/off Switch Handle & Telescopic Wand (Black 35 Ft),Ultra Clean Central Vacuum Carpet Attachment Kit with Adjustable Height Electric Power Nozzle - Dual Voltage Hose with 3-way on/off Switch Handle & Telescopic Wand (Black 35 Ft),$364.99ea,,,False
